subj_id,seed,date,computer,block,block_type,trial,cue_type,cue_validity,cue_dir,cue_pos_dy,target_loc,target_pos_dy,correct_response,cue_pos_y,target_pos_x,target_pos_y,response,rt,is_correct
MAR103,103,2015_Nov_17_1317,LL-ELAINE,0,practice,0,arrow,valid,right,2.18585720575,right,-0.723322458948,right,144.266575579,366.734902159,-47.7392822906,right,431.167076807,1
MAR103,103,2015_Nov_17_1317,LL-ELAINE,0,practice,1,arrow,invalid,right,-0.694580604171,left,0.0111346625526,left,-45.8423198753,-366.006565,0.734887728474,left,344.684440177,1
MAR103,103,2015_Nov_17_1317,LL-ELAINE,0,practice,2,arrow,invalid,right,0.962293635552,left,0.0553555722625,left,63.5113799464,-361.407702404,3.65346776932,left,348.115475383,1
MAR103,103,2015_Nov_17_1317,LL-ELAINE,0,practice,3,word,invalid,left,-1.12719245125,right,0.385670957849,right,-74.3947017825,365.020777248,25.454283218,right,432.655811543,1
MAR103,103,2015_Nov_17_1317,LL-ELAINE,0,practice,4,word,invalid,left,-0.00891712883121,right,0.514264548074,right,-0.58853050286,340.742717633,33.9414601729,right,352.083619917,1
MAR103,103,2015_Nov_17_1317,LL-ELAINE,0,practice,5,arrow,valid,right,-0.828053748207,right,-0.29142670508,right,-54.6515473817,378.229270015,-19.2341625353,right,340.606184676,1
MAR103,103,2015_Nov_17_1317,LL-ELAINE,0,practice,6,arrow,invalid,right,-1.13633719404,left,0.0475829224033,left,-74.9982548064,-347.812914699,3.14047287862,left,298.716442659,1
MAR103,103,2015_Nov_17_1317,LL-ELAINE,0,practice,7,word,invalid,right,0.378728910829,left,1.43214853349,left,24.9961081147,-360.580275384,94.5218032104,left,401.60460677,1
MAR103,103,2015_Nov_17_1317,LL-ELAINE,1,test,9,arrow,valid,left,0.273696870226,left,-0.970231358268,left,18.0639934349,-322.43747226,-64.0352696457,left,292.266326956,1
MAR103,103,2015_Nov_17_1317,LL-ELAINE,1,test,10,arrow,valid,right,1.10076533392,right,0.367606115901,right,72.6505120385,349.261858506,24.2620036494,right,287.446745206,1
MAR103,103,2015_Nov_17_1317,LL-ELAINE,1,test,11,word,invalid,right,-0.445325024604,left,-0.657791680877,left,-29.3914516239,-372.918036339,-43.4142509379,left,333.217567764,1
MAR103,103,2015_Nov_17_1317,LL-ELAINE,1,test,12,word,valid,right,0.459377618864,right,2.19088894863,right,30.318922845,371.920542445,144.598670609,right,274.382628035,1
MAR103,103,2015_Nov_17_1317,LL-ELAINE,1,test,13,word,valid,right,0.110476348506,right,-1.24317347124,right,7.29143900141,362.422284624,-82.0494491019,right,367.545524845,1
