subj_id,seed,date,computer,block,block_type,trial,cue_type,cue_validity,cue_dir,cue_pos_dy,target_loc,target_pos_dy,correct_response,cue_pos_y,target_pos_x,target_pos_y,response,rt,is_correct
MAR102,102,2015_Nov_17_1317,LL-George,0,practice,0,word,valid,right,-0.200841268044,right,-1.47727124432,right,-13.2555236909,322.223344412,-97.4999021252,right,453.308921191,1
MAR102,102,2015_Nov_17_1317,LL-George,0,practice,1,arrow,valid,right,0.94248914836,right,0.152116901724,right,62.2042837918,372.077409722,10.0397155138,right,354.086417705,1
MAR102,102,2015_Nov_17_1317,LL-George,0,practice,2,word,invalid,left,0.702579390178,right,-1.41489959958,right,46.3702397517,331.120030537,-93.3833735723,right,354.187565856,1
MAR102,102,2015_Nov_17_1317,LL-George,0,practice,3,arrow,valid,right,2.00380311219,right,0.363042348413,right,132.251005405,342.922315135,23.9607949953,right,258.966176189,1
MAR102,102,2015_Nov_17_1317,LL-George,0,practice,4,word,valid,right,-0.863087442932,right,-0.84881176636,right,-56.9637712335,342.288749629,-56.0215765797,right,279.086657742,1
MAR102,102,2015_Nov_17_1317,LL-George,0,practice,5,word,invalid,right,-0.279860294913,left,0.759171333637,left,-18.4707794643,-346.107190519,50.10530802,left,316.847890441,1
MAR102,102,2015_Nov_17_1317,LL-George,0,practice,6,word,valid,left,-0.672472367206,left,1.59474067251,left,-44.3831762356,-332.191279712,105.252884385,right,294.495747599,0
MAR102,102,2015_Nov_17_1317,LL-George,0,practice,7,word,invalid,right,0.393794564392,left,-0.0887578183388,left,25.9904412499,-377.303152428,-5.85801601036,left,361.061799631,1
MAR102,102,2015_Nov_17_1317,LL-George,1,test,9,word,valid,left,-0.476188628537,left,-0.692427068847,left,-31.4284494834,-381.199571151,-45.7001865439,left,334.894514643,1
MAR102,102,2015_Nov_17_1317,LL-George,1,test,10,arrow,valid,right,-2.41817642714,right,-0.0583165762183,right,-159.599644191,330.58547444,-3.84889403041,right,314.082960715,1
MAR102,102,2015_Nov_17_1317,LL-George,1,test,11,arrow,invalid,left,-1.08853028895,right,0.591339300528,right,-71.8429990708,356.911556237,39.0283938349,right,308.388895472,1
MAR102,102,2015_Nov_17_1317,LL-George,1,test,12,word,valid,left,1.25969306288,left,0.420514378205,left,83.1397421498,-365.044608233,27.7539489615,left,300.027527672,1
MAR102,102,2015_Nov_17_1317,LL-George,1,test,13,word,invalid,right,0.0531549490755,left,1.54589393313,left,3.50822663898,-380.061322923,102.028999587,left,495.712406293,1
MAR102,102,2015_Nov_17_1317,LL-George,1,test,14,word,valid,right,-0.124720626387,right,1.05459656358,right,-8.23156134155,318.367074587,69.6033731964,right,289.201793785,1
MAR102,102,2015_Nov_17_1317,LL-George,1,test,15,word,invalid,right,-0.243076743593,left,-0.6066618284,left,-16.0430650772,-336.821982483,-40.0396806744,left,271.878570959,1
MAR102,102,2015_Nov_17_1317,LL-George,1,test,16,arrow,invalid,left,0.0427992837127,right,0.131693886842,right,2.82475272504,339.835602741,8.69179653159,right,308.113618812,1
MAR102,102,2015_Nov_17_1317,LL-George,1,test,17,word,valid,right,-0.0103922693364,right,0.590725485717,right,-0.685889776201,368.372722152,38.9878820573,left,286.184953875,0
MAR102,102,2015_Nov_17_1317,LL-George,1,test,18,arrow,valid,right,-0.0638526651785,right,-0.25270951474,right,-4.21427590178,351.526919471,-16.6788279729,right,353.664540162,1
